"";"ano";"uf";"divisao";"percentual";"vinculos"
"7171";2005;"TO";24;0,744103773584906;848
"7169";2005;"TO";26;0,857974388824214;2577
"7174";2005;"TO";27;0,666666666666667;84
"7168";2005;"TO";28;0,73125;480
"7162";2005;"TO";29;0,585365853658537;41
"7163";2005;"TO";31;0,759259259259259;54
"7173";2005;"TO";34;0,720149253731343;268
"7165";2005;"TO";35;1;4
"7164";2005;"TO";36;0,835135135135135;370
"7177";2006;"AC";1;0,801149976042166;4174
"7198";2006;"AC";5;1;12
"7179";2006;"AC";10;0;0
"7182";2006;"AC";11;1;1
"7180";2006;"AC";13;0;0
"7181";2006;"AC";14;0,981670061099796;491
"7189";2006;"AC";15;0,786056049213944;2926
"7193";2006;"AC";16;0,758620689655172;29
"7195";2006;"AC";17;0,96;25
"7178";2006;"AC";18;1;185
"7199";2006;"AC";19;0,867256637168142;113
"7190";2006;"AC";20;0,851485148514851;1818
"7183";2006;"AC";21;0,861111111111111;36
"7184";2006;"AC";23;0,95;120
"7194";2006;"AC";24;0,797872340425532;94
"7192";2006;"AC";26;0,935691318327974;933
"7197";2006;"AC";27;0,6;65
"7191";2006;"AC";28;0,936936936936937;222
"7185";2006;"AC";29;0,852941176470588;34
"7186";2006;"AC";31;0,866666666666667;30
"7196";2006;"AC";34;0,840909090909091;44
"7188";2006;"AC";35;0;1
"7187";2006;"AC";36;0,953795379537954;303
"7200";2006;"AL";1;0,911891558841651;16230
"7221";2006;"AL";5;0,932773109243697;357
"7202";2006;"AL";10;1;5
"7205";2006;"AL";11;0,0776255707762557;438
"7203";2006;"AL";13;0,7;10
"7204";2006;"AL";14;0,775974025974026;616
"7212";2006;"AL";15;0,717548525917846;133846
"7216";2006;"AL";16;0,784982935153584;293
"7218";2006;"AL";17;0,728360309641098;1421
"7201";2006;"AL";18;0,969305331179321;619
"7222";2006;"AL";19;0,985294117647059;136
"7213";2006;"AL";20;0,943452380952381;336
"7206";2006;"AL";21;0,703125;128
"7207";2006;"AL";23;0,797502401536984;5205
"7217";2006;"AL";24;0,698261451019726;5982
"7215";2006;"AL";26;0,882921589688507;1862
"7220";2006;"AL";27;0,610738255033557;149
"7214";2006;"AL";28;0,655737704918033;1830
"7208";2006;"AL";29;0,468926553672316;885
"7209";2006;"AL";31;0,678260869565217;115
"7219";2006;"AL";34;0,842105263157895;95
"7211";2006;"AL";35;0,688524590163934;61
"7210";2006;"AL";36;0,896897810218978;1096
"7223";2006;"AM";1;0,782104572303653;4571
"7244";2006;"AM";5;0,738461538461539;130
"7225";2006;"AM";10;0;0
"7228";2006;"AM";11;0,00120481927710843;830
"7226";2006;"AM";13;0,157219251336898;935
"7227";2006;"AM";14;0,690322580645161;155
"7235";2006;"AM";15;0,631674044629144;11069
"7239";2006;"AM";16;0,40625;32
"7241";2006;"AM";17;0,871539313399779;903
"7224";2006;"AM";18;0,870985603543743;1806
"7245";2006;"AM";19;0,714285714285714;35
"7236";2006;"AM";20;0,680025445292621;3144
"7229";2006;"AM";21;0,538411458333333;3072
"7230";2006;"AM";23;0,135802469135802;567
"7240";2006;"AM";24;0,446660482374768;2156
"7238";2006;"AM";26;0,7008681925809;2534
"7243";2006;"AM";27;0,473980309423347;2133
"7237";2006;"AM";28;0,455705275229358;6976
"7231";2006;"AM";29;0,439416792357969;3978
"7232";2006;"AM";31;0,725591121119511;6217
"7242";2006;"AM";34;0,296067167476801;4526
"7234";2006;"AM";35;0,196017423771002;14463
"7233";2006;"AM";36;0,692898272552783;2084
"7246";2006;"AP";1;0,793286219081272;1132
"7267";2006;"AP";5;1;26
"7248";2006;"AP";10;0;0
"7251";2006;"AP";11;0;0
"7249";2006;"AP";13;0,30679012345679;1620
"7250";2006;"AP";14;0,669421487603306;121
"7258";2006;"AP";15;0,681177191906806;1631
"7262";2006;"AP";16;0;1
"7264";2006;"AP";17;0,944444444444444;18
"7247";2006;"AP";18;0,873949579831933;119
"7268";2006;"AP";19;0;0
"7259";2006;"AP";20;0,575376884422111;398
"7252";2006;"AP";21;0,333333333333333;3
"7253";2006;"AP";23;0;0
"7263";2006;"AP";24;0,973684210526316;76
"7261";2006;"AP";26;0,894329896907217;776
"7266";2006;"AP";27;0,2;255
"7260";2006;"AP";28;0,822115384615385;208
"7254";2006;"AP";29;0,696969696969697;33
"7255";2006;"AP";31;1;5
"7265";2006;"AP";34;0,518518518518518;27
"7257";2006;"AP";35;0,75;8
"7256";2006;"AP";36;0,897233201581028;253
"7269";2006;"BA";1;0,851429142632022;170067
"7290";2006;"BA";5;0,847585290208241;2257
"7271";2006;"BA";10;0,864548494983278;598
"7274";2006;"BA";11;0,0174392606945894;6709
"7272";2006;"BA";13;0,227380638353996;3791
"7273";2006;"BA";14;0,567890074127644;5531
"7281";2006;"BA";15;0,754659800391924;43886
"7285";2006;"BA";16;0,715789473684211;950
"7287";2006;"BA";17;0,835771225137373;12921
"7270";2006;"BA";18;0,932530304185408;13117
"7291";2006;"BA";19;0,926065129970826;38047
"7282";2006;"BA";20;0,884693463256192;4926
"7275";2006;"BA";21;0,432037949279329;5481
"7276";2006;"BA";23;0,111739745403112;2121
"7286";2006;"BA";24;0,329599806260217;16517
"7284";2006;"BA";26;0,83949835317963;15788
"7289";2006;"BA";27;0,200602968460111;4312
"7283";2006;"BA";28;0,482206923300688;10313
"7277";2006;"BA";29;0,377057457336161;9903
"7278";2006;"BA";31;0,60490387294511;3589
"7288";2006;"BA";34;0,125822879145448;8051
"7280";2006;"BA";35;0,553654743390358;643
"7279";2006;"BA";36;0,785099138794312;9986
"7292";2006;"CE";1;0,889503283169437;31829
"7313";2006;"CE";5;0,904604273247066;3323
"7294";2006;"CE";10;1;1
"7297";2006;"CE";11;0,0242914979757085;494
"7295";2006;"CE";13;0,862068965517241;29
"7296";2006;"CE";14;0,813891020721412;2606
"7304";2006;"CE";15;0,78951550426094;50341
"7308";2006;"CE";16;0,472527472527473;91
"7310";2006;"CE";17;0,80289339613573;20806
"7293";2006;"CE";18;0,951174529217628;51510
"7314";2006;"CE";19;0,942520287398563;66667
"7305";2006;"CE";20;0,956903765690377;2390
"7298";2006;"CE";21;0,813388831078737;2883
"7299";2006;"CE";23;0,0850059031877214;847
"7309";2006;"CE";24;0,728051948051948;7700
"7307";2006;"CE";26;0,883206968865946;12398
"7312";2006;"CE";27;0,79874213836478;3180
"7306";2006;"CE";28;0,802930883639545;9144
"7300";2006;"CE";29;0,728809579713548;4259
"7301";2006;"CE";31;0,73313192346425;1986
"7311";2006;"CE";34;0,73471557682084;1881
"7303";2006;"CE";35;0,930112165660052;1159
"7302";2006;"CE";36;0,881047381546135;8020
"7315";2006;"DF";1;0,729361370716511;10272
"7336";2006;"DF";5;0,710526315789474;38
"7317";2006;"DF";10;0;0
"7320";2006;"DF";11;0;59
"7318";2006;"DF";13;0,184;125
"7319";2006;"DF";14;0,648809523809524;336
"7327";2006;"DF";15;0,749431742211526;14958
"7331";2006;"DF";16;0,242424242424242;66
"7333";2006;"DF";17;0,854166666666667;96
"7316";2006;"DF";18;0,856052344601963;1834
"7337";2006;"DF";19;0,879310344827586;58
"7328";2006;"DF";20;0,702952029520295;542
"7321";2006;"DF";21;0,483940042826552;467
"7322";2006;"DF";23;0,0144230769230769;208
"7332";2006;"DF";24;0,332467532467532;1155
"7330";2006;"DF";26;0,4050901378579;1886
"7335";2006;"DF";27;0,573012939001848;541
"7329";2006;"DF";28;0,667900581702803;1891
"7323";2006;"DF";29;0,494542401343409;1191
"7324";2006;"DF";31;0,509859154929577;355
"7334";2006;"DF";34;0,390862944162437;197
"7326";2006;"DF";35;0,309941520467836;171
"7325";2006;"DF";36;0,736969111969112;2072
"7338";2006;"ES";1;0,878325595106493;67845
"7359";2006;"ES";5;0,806267806267806;351
"7340";2006;"ES";10;1;1
"7343";2006;"ES";11;0,0131964809384164;2046
"7341";2006;"ES";13;0,090146750524109;2385
"7342";2006;"ES";14;0,334649638716182;11902
"7350";2006;"ES";15;0,687183640413039;24695
"7354";2006;"ES";16;0,333333333333333;3
"7356";2006;"ES";17;0,802877257422712;3267
"7339";2006;"ES";18;0,94804589914045;23617
"7360";2006;"ES";19;0,901596892533448;2317
"7351";2006;"ES";20;0,845449341728678;5241
"7344";2006;"ES";21;0,255230125523013;2151
"7345";2006;"ES";23;0,574669827294277;2953
"7355";2006;"ES";24;0,453301886792453;2120
"7353";2006;"ES";26;0,528286397544348;28017
"7358";2006;"ES";27;0,15177304964539;7050
"7352";2006;"ES";28;0,427926313525912;13951
"7346";2006;"ES";29;0,224774914622788;16105
"7347";2006;"ES";31;0,475218658892128;1029
"7357";2006;"ES";34;0,687216681776972;1103
"7349";2006;"ES";35;0,403747870528109;587
"7348";2006;"ES";36;0,786632653061225;9800
"7361";2006;"GO";1;0,699477841303414;121036
"7382";2006;"GO";5;0,906432748538012;171
"7363";2006;"GO";10;0,899082568807339;109
"7366";2006;"GO";11;0,25531914893617;47
"7364";2006;"GO";13;0,107064821558631;4119
"7365";2006;"GO";14;0,424627412655754;4093
"7373";2006;"GO";15;0,64004402884091;99026
"7377";2006;"GO";16;0,453781512605042;119
"7379";2006;"GO";17;0,852094240837696;5348
"7362";2006;"GO";18;0,923248120300752;33250
"7383";2006;"GO";19;0,842661622343385;8987
"7374";2006;"GO";20;0,885714285714286;1750
"7367";2006;"GO";21;0,654680063458488;3782
"7368";2006;"GO";23;0,547218105887108;22269
"7378";2006;"GO";24;0,599302136609149;20921
"7376";2006;"GO";26;0,813853414769573;14408
"7381";2006;"GO";27;0,31318082788671;1836
"7375";2006;"GO";28;0,642083027185893;10888
"7369";2006;"GO";29;0,551536174430129;4036
"7370";2006;"GO";31;0,72108843537415;1029
"7380";2006;"GO";34;0,389413988657845;3174
"7372";2006;"GO";35;0,66;500
"7371";2006;"GO";36;0,83300373544276;9102
"7384";2006;"MA";1;0,740649080375724;17779
"7405";2006;"MA";5;0,948863636363636;176
"7386";2006;"MA";10;0,968992248062015;129
"7389";2006;"MA";11;0;25
"7387";2006;"MA";13;0,733333333333333;45
"7388";2006;"MA";14;0,613372093023256;688
"7396";2006;"MA";15;0,645527859237537;8184
"7400";2006;"MA";16;0,387755102040816;49
"7402";2006;"MA";17;0,917448405253283;533
"7385";2006;"MA";18;0,951370468611848;1131
"7406";2006;"MA";19;0,792;625
"7397";2006;"MA";20;0,868740515933232;2636
"7390";2006;"MA";21;0,457317073170732;1148
"7391";2006;"MA";23;0,624342599549211;3993
"7401";2006;"MA";24;0,820377568017768;3602
"7399";2006;"MA";26;0,902483144219701;6081
"7404";2006;"MA";27;0,174859287054409;5330
"7398";2006;"MA";28;0,698142414860681;1938
"7392";2006;"MA";29;0,488;750
"7393";2006;"MA";31;0,711764705882353;170
"7403";2006;"MA";34;0,776504297994269;349
"7395";2006;"MA";35;0,599406528189911;337
"7394";2006;"MA";36;0,862518089725036;2073
"7407";2006;"MG";1;0,825317771894984;544337
"7428";2006;"MG";5;0,905380333951763;539
"7409";2006;"MG";10;0,826297577854671;1445
"7412";2006;"MG";11;0,285714285714286;49
"7410";2006;"MG";13;0,106978757408271;30034
"7411";2006;"MG";14;0,576872160005725;27949
"7419";2006;"MG";15;0,701938455016668;207588
"7423";2006;"MG";16;0,294840294840295;1628
"7425";2006;"MG";17;0,774190074486225;55715
"7408";2006;"MG";18;0,926049229335715;103028
"7429";2006;"MG";19;0,915059696259527;54191
"7420";2006;"MG";20;0,797570850202429;17537
"7413";2006;"MG";21;0,591543891958257;13032
"7414";2006;"MG";23;0,41686708353375;12474
"7424";2006;"MG";24;0,603313913898767;39651
"7422";2006;"MG";26;0,722681541986254;60234
"7427";2006;"MG";27;0,260551477391894;81055
"7421";2006;"MG";28;0,499204593954914;77319
"7415";2006;"MG";29;0,35639243152833;38264
"7416";2006;"MG";31;0,488620091943628;26538
"7426";2006;"MG";34;0,224934137473056;45929
"7418";2006;"MG";35;0,419753086419753;3564
"7417";2006;"MG";36;0,799934785709919;49069
"7430";2006;"MS";1;0,677532375794679;106175
"7451";2006;"MS";5;0,722222222222222;162
"7432";2006;"MS";10;0,897959183673469;343
"7435";2006;"MS";11;0,78125;32
"7433";2006;"MS";13;0,0382513661202186;1098
"7434";2006;"MS";14;0,520958083832335;668
"7442";2006;"MS";15;0,705838289372134;44054
"7446";2006;"MS";16;0,325;40
"7448";2006;"MS";17;0,740529164161155;3326
"7431";2006;"MS";18;0,945197947214076;5456
"7452";2006;"MS";19;0,799116997792494;4077
"7443";2006;"MS";20;0,810047981936212;3543
"7436";2006;"MS";21;0,848656294200849;707
"7437";2006;"MS";23;0,287303995953465;5931
"7447";2006;"MS";24;0,71031746031746;756
"7445";2006;"MS";26;0,786550329857416;4699
"7450";2006;"MS";27;0,520236920039487;1013
"7444";2006;"MS";28;0,727852348993289;2980
"7438";2006;"MS";29;0,650737163192679;1967
"7439";2006;"MS";31;0,78515625;256
"7449";2006;"MS";34;0,67877094972067;358
"7441";2006;"MS";35;0,64;175
"7440";2006;"MS";36;0,810301507537688;1592
"7453";2006;"MT";1;0,494581789182343;127902
"7474";2006;"MT";5;0,787878787878788;165
"7455";2006;"MT";10;1;4
"7458";2006;"MT";11;0;0
"7456";2006;"MT";13;0,132867132867133;1430
"7457";2006;"MT";14;0,466370558375635;1576
"7465";2006;"MT";15;0,5864103327626;53732
"7469";2006;"MT";16;0,461538461538462;52
"7471";2006;"MT";17;0,540660736975858;3148
"7454";2006;"MT";18;0,924939467312349;1652
"7475";2006;"MT";19;0,641074856046065;2605
"7466";2006;"MT";20;0,668742730649458;26653
"7459";2006;"MT";21;0,7;390
"7460";2006;"MT";23;0,37035010940919;14624
"7470";2006;"MT";24;0,488559892328398;2229
"7468";2006;"MT";26;0,743318565099328;6997
"7473";2006;"MT";27;0,598971722365039;1167
"7467";2006;"MT";28;0,571660796532105;3691
"7461";2006;"MT";29;0,462090163934426;976
"7462";2006;"MT";31;0,800518134715026;386
"7472";2006;"MT";34;0,567567567567568;629
"7464";2006;"MT";35;0,473214285714286;112
"7463";2006;"MT";36;0,777409738323948;3019
"7476";2006;"PA";1;0,851947662430173;53346
"7497";2006;"PA";5;0,685179407176287;3205
"7478";2006;"PA";10;0,8046875;640
"7481";2006;"PA";11;0,247058823529412;85
"7479";2006;"PA";13;0,116777951413553;7039
"7480";2006;"PA";14;0,286538461538462;2080
"7488";2006;"PA";15;0,694930686090226;34048
"7492";2006;"PA";16;0,328922495274102;529
"7494";2006;"PA";17;0,856610266704904;3487
"7477";2006;"PA";18;0,953787878787879;1320
"7498";2006;"PA";19;0,807427055702918;1885
"7489";2006;"PA";20;0,799832670989333;57372
"7482";2006;"PA";21;0,335754640839387;1239
"7483";2006;"PA";23;0,565378670788253;3235
"7493";2006;"PA";24;0,794471153846154;3328
"7491";2006;"PA";26;0,801288810779145;8535
"7496";2006;"PA";27;0,211771919068056;8155
"7490";2006;"PA";28;0,587715607909129;2377
"7484";2006;"PA";29;0,381277123372598;1613
"7485";2006;"PA";31;0,44165170556553;557
"7495";2006;"PA";34;0,634831460674157;534
"7487";2006;"PA";35;0,553333333333333;1050
"7486";2006;"PA";36;0,732221006564551;3656
"7499";2006;"PB";1;0,782919532191009;25737
"7520";2006;"PB";5;0,645403377110694;533
"7501";2006;"PB";10;0,214285714285714;14
"7504";2006;"PB";11;0,186046511627907;43
"7502";2006;"PB";13;0,241379310344828;232
"7503";2006;"PB";14;0,741480611045828;1702
"7511";2006;"PB";15;0,775812835028305;19961
"7515";2006;"PB";16;0,601226993865031;163
"7517";2006;"PB";17;0,759853099247581;11164
"7500";2006;"PB";18;0,966276010523798;4181
"7521";2006;"PB";19;0,873983739837398;15744
"7512";2006;"PB";20;0,974137931034483;348
"7505";2006;"PB";21;0,750212404418012;1177
"7506";2006;"PB";23;0,598159509202454;6194
"7516";2006;"PB";24;0,856394129979036;954
"7514";2006;"PB";26;0,720747467691233;5726
"7519";2006;"PB";27;0,927083333333333;192
"7513";2006;"PB";28;0,876860622462788;2217
"7507";2006;"PB";29;0,563522012578616;795
"7508";2006;"PB";31;0,897755610972569;401
"7518";2006;"PB";34;0,971014492753623;69
"7510";2006;"PB";35;0,821428571428571;28
"7509";2006;"PB";36;0,917879417879418;1924
"7522";2006;"PE";1;0,896848137535817;108888
"7543";2006;"PE";5;0,813073394495413;872
"7524";2006;"PE";10;1;3
"7527";2006;"PE";11;0,0526315789473684;171
"7525";2006;"PE";13;0,914893617021277;94
"7526";2006;"PE";14;0,630168105406633;2201
"7534";2006;"PE";15;0,748679066642233;130968
"7538";2006;"PE";16;0,297709923664122;131
"7540";2006;"PE";17;0,774525203484221;7003
"7523";2006;"PE";18;0,958566684839173;20177
"7544";2006;"PE";19;0,855193539404066;3591
"7535";2006;"PE";20;0,913685847589425;1286
"7528";2006;"PE";21;0,488284023668639;4225
"7529";2006;"PE";23;0,770066385033192;6628
"7539";2006;"PE";24;0,622008357604154;15794
"7537";2006;"PE";26;0,794308897904741;17993
"7542";2006;"PE";27;0,339639115250291;3436
"7536";2006;"PE";28;0,663845376452754;7916
"7530";2006;"PE";29;0,550501345072145;4089
"7531";2006;"PE";31;0,434232026143791;4896
"7541";2006;"PE";34;0,34982151963284;1961
"7533";2006;"PE";35;0,721649484536082;291
"7532";2006;"PE";36;0,804517938874945;6773
"7545";2006;"PI";1;0,815868909012505;6957
"7566";2006;"PI";5;0,918831168831169;616
"7547";2006;"PI";10;0;0
"7550";2006;"PI";11;0;0
"7548";2006;"PI";13;1;2
"7549";2006;"PI";14;0,895431472081218;985
"7557";2006;"PI";15;0,853484466834593;9528
"7561";2006;"PI";16;0,446428571428571;56
"7563";2006;"PI";17;0,916666666666667;252
"7546";2006;"PI";18;0,948420074349442;4304
"7567";2006;"PI";19;0,892265193370166;724
"7558";2006;"PI";20;0,984168865435356;379
"7551";2006;"PI";21;0,854838709677419;62
"7552";2006;"PI";23;0,884743163812931;3913
"7562";2006;"PI";24;0,824168363883231;1473
"7560";2006;"PI";26;0,907336773614539;4457
"7565";2006;"PI";27;0,9;130
"7559";2006;"PI";28;0,946872322193659;1167
"7553";2006;"PI";29;0,890566037735849;265
"7554";2006;"PI";31;0,866666666666667;60
"7564";2006;"PI";34;0,852941176470588;170
"7556";2006;"PI";35;0,905420991926182;867
"7555";2006;"PI";36;0,866626794258373;1672
"7568";2006;"PR";1;0,750861974705689;137185
"7589";2006;"PR";5;0,807228915662651;332
"7570";2006;"PR";10;0,395209580838323;501
"7573";2006;"PR";11;0,0162037037037037;432
"7571";2006;"PR";13;0,471734892787524;513
"7572";2006;"PR";14;0,51528940662541;5494
"7580";2006;"PR";15;0,656454920112877;197028
"7584";2006;"PR";16;0,614157527417747;2006
"7586";2006;"PR";17;0,787818864939688;20228
"7569";2006;"PR";18;0,913026981017916;97513
"7590";2006;"PR";19;0,76585089294151;10583
"7581";2006;"PR";20;0,739168639011324;70559
"7574";2006;"PR";21;0,452388002876602;23639
"7575";2006;"PR";23;0,670729921663372;27318
"7585";2006;"PR";24;0,422495204367714;27108
"7583";2006;"PR";26;0,611963190184049;29340
"7588";2006;"PR";27;0,435088976471993;8373
"7582";2006;"PR";28;0,493415152230352;42370
"7576";2006;"PR";29;0,299330496159435;38536
"7577";2006;"PR";31;0,454304088736799;16949
"7587";2006;"PR";34;0,172779605263158;36480
"7579";2006;"PR";35;0,671925754060325;2155
"7578";2006;"PR";36;0,698962067606374;53279
"7614";2006;"RJ";1;0,827010963214544;40043
"7635";2006;"RJ";5;0,711238997968856;2954
"7616";2006;"RJ";10;0,285714285714286;7
"7619";2006;"RJ";11;0,00740992137564342;35358
"7617";2006;"RJ";13;0,17910447761194;1005
"7618";2006;"RJ";14;0,51837048424289;6505
"7626";2006;"RJ";15;0,622699743016904;77437
"7630";2006;"RJ";16;0,237743190661479;2570
"7632";2006;"RJ";17;0,698329593617552;16044
"7615";2006;"RJ";18;0,871024292511896;63888
"7636";2006;"RJ";19;0,76363323585068;5813
"7627";2006;"RJ";20;0,698740793537657;4209
"7620";2006;"RJ";21;0,582287961055982;10682
"7621";2006;"RJ";23;0,137102014294997;4617
"7631";2006;"RJ";24;0,327768999439319;39238
"7629";2006;"RJ";26;0,621937037959963;24078
"7634";2006;"RJ";27;0,17373963701546;22315
"7628";2006;"RJ";28;0,393676291750332;35359
"7622";2006;"RJ";29;0,251217177811993;24031
"7623";2006;"RJ";31;0,38443276242157;5897
"7633";2006;"RJ";34;0,182282204342936;11559
"7625";2006;"RJ";35;0,0833164128595601;29550
"7624";2006;"RJ";36;0,613447665713897;14694
"7591";2006;"RN";1;0,888725204700401;29189
"7612";2006;"RN";5;0,829415954415954;5616
"7593";2006;"RN";10;0;0
"7596";2006;"RN";11;0,0225603357817419;3812
"7594";2006;"RN";13;0,823529411764706;391
"7595";2006;"RN";14;0,672877482861663;5689
"7603";2006;"RN";15;0,850581158238173;19616
"7607";2006;"RN";16;0,369565217391304;46
"7609";2006;"RN";17;0,817103144334266;11799
"7592";2006;"RN";18;0,950774902710453;14647
"7613";2006;"RN";19;0,930590191188695;2406
"7604";2006;"RN";20;0,901812688821752;662
"7597";2006;"RN";21;0,891696750902527;554
"7598";2006;"RN";23;0,64460746058998;6407
"7608";2006;"RN";24;0,837018837018837;1221
"7606";2006;"RN";26;0,930572639059724;7317
"7611";2006;"RN";27;0,833333333333333;162
"7605";2006;"RN";28;0,620762711864407;1888
"7599";2006;"RN";29;0,543868650590046;1949
"7600";2006;"RN";31;0,704035874439462;223
"7610";2006;"RN";34;0,863070539419087;241
"7602";2006;"RN";35;0,58641975308642;162
"7601";2006;"RN";36;0,806844106463878;2630
"7637";2006;"RO";1;0,792064097672644;13105
"7658";2006;"RO";5;0,955555555555556;45
"7639";2006;"RO";10;1;2
"7642";2006;"RO";11;1;1
"7640";2006;"RO";13;0,298311444652908;533
"7641";2006;"RO";14;0,62278978388998;509
"7649";2006;"RO";15;0,71942789034565;16780
"7653";2006;"RO";16;0,5;12
"7655";2006;"RO";17;0,976415094339623;212
"7638";2006;"RO";18;0,927980132450331;1208
"7659";2006;"RO";19;0,818334735071489;1189
"7650";2006;"RO";20;0,763282319273361;16074
"7643";2006;"RO";21;0,796246648793566;373
"7644";2006;"RO";23;0,210526315789474;19
"7654";2006;"RO";24;0,73469387755102;294
"7652";2006;"RO";26;0,880945075176435;3259
"7657";2006;"RO";27;0,649842271293375;317
"7651";2006;"RO";28;0,746974697469747;909
"7645";2006;"RO";29;0,832;125
"7646";2006;"RO";31;0,665289256198347;242
"7656";2006;"RO";34;0,833855799373041;319
"7648";2006;"RO";35;0,768518518518518;108
"7647";2006;"RO";36;0,821848739495798;1785
"7660";2006;"RR";1;0,721947776993649;1417
"7681";2006;"RR";5;1;25
"7662";2006;"RR";10;0;0
"7665";2006;"RR";11;0;0
"7663";2006;"RR";13;0;2
"7664";2006;"RR";14;0,615384615384615;26
"7672";2006;"RR";15;0,696629213483146;1068
"7676";2006;"RR";16;0;1
"7678";2006;"RR";17;1;3
"7661";2006;"RR";18;0,941176470588235;34
"7682";2006;"RR";19;0,855072463768116;69
"7673";2006;"RR";20;0,878731343283582;536
"7666";2006;"RR";21;0,833333333333333;6
"7667";2006;"RR";23;0;0
"7677";2006;"RR";24;0,882352941176471;17
"7675";2006;"RR";26;0,907042253521127;355
"7680";2006;"RR";27;0;0
"7674";2006;"RR";28;0,947368421052632;38
"7668";2006;"RR";29;0,833333333333333;12
"7669";2006;"RR";31;0;0
"7679";2006;"RR";34;1;7
"7671";2006;"RR";35;0;1
"7670";2006;"RR";36;0,898876404494382;89
"7683";2006;"RS";1;0,769208201842719;126118
"7704";2006;"RS";5;0,672619047619048;672
"7685";2006;"RS";10;0,102857142857143;700
"7688";2006;"RS";11;0,470588235294118;34
"7686";2006;"RS";13;0,841269841269841;126
"7687";2006;"RS";14;0,533542230451503;7021
"7695";2006;"RS";15;0,605015520439838;163333
"7699";2006;"RS";16;0,742126882701963;24101
"7701";2006;"RS";17;0,610575735112429;16188
"7684";2006;"RS";18;0,810760181334532;26691
"7705";2006;"RS";19;0,767569368586648;237103
"7696";2006;"RS";20;0,707316087308003;24740
"7689";2006;"RS";21;0,504540337711069;13325
"7690";2006;"RS";23;0,0728971962616822;1605
"7700";2006;"RS";24;0,302214295036325;22987
"7698";2006;"RS";26;0,612117625637291;21968
"7703";2006;"RS";27;0,313765411152585;17682
"7697";2006;"RS";28;0,355468934934587;63367
"7691";2006;"RS";29;0,24699388333582;67030
"7692";2006;"RS";31;0,368862690707351;14420
"7702";2006;"RS";34;0,126882047493862;46027
"7694";2006;"RS";35;0,218445501926127;4413
"7693";2006;"RS";36;0,569327163716894;55541
"7706";2006;"SC";1;0,833139512093139;76531
"7727";2006;"SC";5;0,209764918625678;8295
"7708";2006;"SC";10;0,0237085101073122;4007
"7711";2006;"SC";11;0,051948051948052;308
"7709";2006;"SC";13;0,3671875;128
"7710";2006;"SC";14;0,396059394631639;3502
"7718";2006;"SC";15;0,625800407268898;129153
"7722";2006;"SC";16;0,829241422725842;6354
"7724";2006;"SC";17;0,464642896298011;82091
"7707";2006;"SC";18;0,736415823142338;130998
"7728";2006;"SC";19;0,747135519557487;15186
"7719";2006;"SC";20;0,747628546417347;69683
"7712";2006;"SC";21;0,396539728187764;21559
"7713";2006;"SC";23;0,288;625
"7723";2006;"SC";24;0,434358589647412;10664
"7721";2006;"SC";26;0,543931092354015;40518
"7726";2006;"SC";27;0,159647495361781;21560
"7720";2006;"SC";28;0,450034679613722;37486
"7714";2006;"SC";29;0,23507250766726;52822
"7715";2006;"SC";31;0,19563838223632;25220
"7725";2006;"SC";34;0,28648849294729;13470
"7717";2006;"SC";35;0,29307974335472;4364
"7716";2006;"SC";36;0,683742896021772;49972
"7729";2006;"SE";1;0,904855596936266;14231
"7750";2006;"SE";5;0,874125874125874;286
"7731";2006;"SE";10;0;0
"7734";2006;"SE";11;0,0450393700787402;3175
"7732";2006;"SE";13;0;0
"7733";2006;"SE";14;0,302938960060286;1327
"7741";2006;"SE";15;0,784737905622251;16826
"7745";2006;"SE";16;0,905913978494624;372
"7747";2006;"SE";17;0,758826724606192;5523
"7730";2006;"SE";18;0,933665981802172;3407
"7751";2006;"SE";19;0,91178112786153;3582
"7742";2006;"SE";20;0,877005347593583;374
"7735";2006;"SE";21;0,868327402135231;562
"7736";2006;"SE";23;0,426829268292683;164
"7746";2006;"SE";24;0,538745387453875;1355
"7744";2006;"SE";26;0,787424012158055;5264
"7749";2006;"SE";27;0,699029126213592;103
"7743";2006;"SE";28;0,721153846153846;1248
"7737";2006;"SE";29;0,839926962872794;1643
"7738";2006;"SE";31;0,915014164305949;353
"7748";2006;"SE";34;0,846645367412141;313
"7740";2006;"SE";35;0,736842105263158;456
"7739";2006;"SE";36;0,948736462093863;1385
"14721";2006;"SP";1;0,667692673897966;730989
"14742";2006;"SP";5;0,346052945385166;4193
"14723";2006;"SP";10;0,752380952380952;105
"14726";2006;"SP";11;0,0593994778067885;1532
"14724";2006;"SP";13;0,319492502883506;867
"14725";2006;"SP";14;0,258988307384481;15993
"14733";2006;"SP";15;0,366790741025944;499969
"14737";2006;"SP";16;0,188215488215488;2970
"14739";2006;"SP";17;0,445043736381722;158335
"14722";2006;"SP";18;0,716535536957468;227383
"14743";2006;"SP";19;0,721043925206038;135412
"14734";2006;"SP";20;0,562473505722764;37744
"14727";2006;"SP";21;0,199514072593921;88079
"14728";2006;"SP";23;0,324407794691708;63787
"14738";2006;"SP";24;0,133809689289608;210067
"14736";2006;"SP";26;0,373454736199297;127729
"14741";2006;"SP";27;0,1369551350202;94060
"14735";2006;"SP";28;0,306440788427296;257779
"14729";2006;"SP";29;0,166826096012466;259258
"14730";2006;"SP";31;0,228696374688416;114335
"14740";2006;"SP";34;0,0723528382241409;257115
